abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
['Healer'; 'Regenerator'; 'Klutz'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,545,255,Hearing PokÃ©mon,126,800000,1.1,103,Tabunneã‚¿ãƒ–ãƒ³ãƒ,Audino,50,531,80,126,50,normal,,31,5,0
['Guts'; 'Sheer Force'; 'Iron Fist'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,5120,70,305,180,Muscular PokÃ©mon,55,1059860,0.6,75,Dokkorerãƒ‰ãƒƒã‚³ãƒ©ãƒ¼,Timburr,75.4,532,25,35,35,fighting,,12.5,5,0
['Guts'; 'Sheer Force'; 'Iron Fist'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,5120,70,405,90,Muscular PokÃ©mon,85,1059860,1.2,85,Dotekkotsuãƒ‰ãƒ†ãƒƒã‚³ãƒ„,Gurdurr,75.4,533,40,50,40,fighting,,40,5,0
['Guts'; 'Sheer Force'; 'Iron Fist'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,140,5120,70,505,45,Muscular PokÃ©mon,95,1059860,1.4,105,Roubushinãƒ­ãƒ¼ãƒ–ã‚·ãƒ³,Conkeldurr,75.4,534,55,65,45,fighting,,87,5,0
['Swift Swim'; 'Hydration'; 'Water Absorb'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,294,255,Tadpole PokÃ©mon,40,1059860,0.5,50,Otamaroã‚ªã‚¿ãƒžãƒ­,Tympole,50,535,50,40,64,water,,4.5,5,0
['Swift Swim'; 'Hydration'; 'Water Absorb'],1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,65,5120,70,384,120,Vibration PokÃ©mon,55,1059860,0.8,75,Gamagaruã‚¬ãƒžã‚¬ãƒ«,Palpitoad,50,536,65,55,69,water,ground,17,5,0
['Swift Swim'; 'Poison Touch'; 'Water Absorb'],1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,95,5120,70,509,45,Vibration PokÃ©mon,75,1059860,1.5,105,Gamagerogeã‚¬ãƒžã‚²ãƒ­ã‚²,Seismitoad,50,537,85,75,74,water,ground,62,5,0
['Guts'; 'Inner Focus'; 'Mold Breaker'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,5120,70,465,45,Judo PokÃ©mon,85,1000000,1.3,120,NagekiãƒŠã‚²ã‚­,Throh,100,538,30,85,45,fighting,,55.5,5,0
['Sturdy'; 'Inner Focus'; 'Mold Breaker'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,5120,70,465,45,Karate PokÃ©mon,75,1000000,1.4,75,Dagekiãƒ€ã‚²ã‚­,Sawk,100,539,30,75,85,fighting,,51,5,0
['Swarm'; 'Chlorophyll'; 'Overcoat'],2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,53,3840,70,310,255,Sewing PokÃ©mon,70,1059860,0.3,45,Kurumiruã‚¯ãƒ«ãƒŸãƒ«,Sewaddle,50,540,40,60,42,bug,grass,2.5,5,0
['Leaf Guard'; 'Chlorophyll'; 'Overcoat'],2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,63,3840,70,380,120,Leaf-Wrapped PokÃ©mon,90,1059860,0.5,55,Kurumayuã‚¯ãƒ«ãƒžãƒ¦,Swadloon,50,541,50,80,42,bug,grass,7.3,5,0
['Swarm'; 'Chlorophyll'; 'Overcoat'],2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,103,3840,70,500,45,Nurturing PokÃ©mon,80,1059860,1.2,75,Hahakomoriãƒãƒã‚³ãƒ¢ãƒª,Leavanny,50,542,70,80,92,bug,grass,20.5,5,0
['Poison Point'; 'Swarm'; 'Speed Boost'],0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,45,3840,70,260,255,Centipede PokÃ©mon,59,1059860,0.4,30,Fushideãƒ•ã‚·ãƒ‡,Venipede,50,543,30,39,57,bug,poison,5.3,5,0
['Poison Point'; 'Swarm'; 'Speed Boost'],0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,55,3840,70,360,120,Curlipede PokÃ©mon,99,1059860,1.2,40,Wheegaãƒ›ã‚¤ãƒ¼ã‚¬,Whirlipede,50,544,40,79,47,bug,poison,58.5,5,0
['Poison Point'; 'Swarm'; 'Speed Boost'],0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,100,5120,70,485,45,Megapede PokÃ©mon,89,1059860,2.5,60,Pendrorãƒšãƒ³ãƒ‰ãƒ©ãƒ¼,Scolipede,50,545,55,69,112,bug,poison,200.5,5,0
['Prankster'; 'Infiltrator'; 'Chlorophyll'],1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,27,5120,70,280,190,Cotton Puff PokÃ©mon,60,1000000,0.3,40,Monmenãƒ¢ãƒ³ãƒ¡ãƒ³,Cottonee,50,546,37,50,66,grass,fairy,0.6,5,0
['Prankster'; 'Infiltrator'; 'Chlorophyll'],1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,67,5120,70,480,75,Windveiled PokÃ©mon,85,1000000,0.7,60,Elfuunã‚¨ãƒ«ãƒ•ãƒ¼ãƒ³,Whimsicott,50,547,77,75,116,grass,fairy,6.6,5,0
['Chlorophyll'; 'Own Tempo'; 'Leaf Guard'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,280,190,Bulb PokÃ©mon,50,1000000,0.5,45,Churineãƒãƒ¥ãƒªãƒ,Petilil,0,548,70,50,30,grass,,6.6,5,0
['Chlorophyll'; 'Own Tempo'; 'Leaf Guard'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,480,75,Flowering PokÃ©mon,75,1000000,1.1,70,Dredearãƒ‰ãƒ¬ãƒ‡ã‚£ã‚¢,Lilligant,0,549,110,75,90,grass,,16.3,5,0
['Reckless'; 'Rock Head'; 'Adaptability'; 'Mold Breaker'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,92,10240,70,460,25,Hostile PokÃ©mon,65,1000000,1,70,Bassraoãƒã‚¹ãƒ©ã‚ª,Basculin,50,550,80,55,98,water,,18,5,0
['Intimidate'; 'Moxie'; 'Anger Point'],2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,72,5120,70,292,180,Desert Croc PokÃ©mon,35,1059860,0.7,50,Megurocoãƒ¡ã‚°ãƒ­ã‚³,Sandile,50,551,35,35,65,ground,dark,15.2,5,0
['Intimidate'; 'Moxie'; 'Anger Point'],2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,82,5120,70,351,90,Desert Croc PokÃ©mon,45,1059860,1,60,Waruvileãƒ¯ãƒ«ãƒ“ãƒ«,Krokorok,50,552,45,45,74,ground,dark,33.4,5,0
['Intimidate'; 'Moxie'; 'Anger Point'],2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,117,5120,70,519,45,Intimidation PokÃ©mon,80,1059860,1.5,95,Waruvialãƒ¯ãƒ«ãƒ“ã‚¢ãƒ«,Krookodile,50,553,65,70,92,ground,dark,96.3,5,0
['Hustle'; 'Inner Focus'],0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,90,5120,70,315,120,Zen Charm PokÃ©mon,45,1059860,0.6,70,Darumakkaãƒ€ãƒ«ãƒžãƒƒã‚«,Darumaka,50,554,15,45,50,fire,,37.5,5,0
['Sheer Force'; 'Zen Mode'],0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,30,5120,70,540,60,Blazing PokÃ©mon,105,1059860,1.3,105,Hihidarumaãƒ’ãƒ’ãƒ€ãƒ«ãƒž,Darmanitan,50,555,140,105,55,fire,fire,92.9,5,0
['Water Absorb'; 'Chlorophyll'; 'Storm Drain'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,86,5120,70,461,255,Cactus PokÃ©mon,67,1000000,1,75,Maracacchiãƒžãƒ©ã‚«ãƒƒãƒ,Maractus,50,556,106,67,60,grass,,28,5,0
['Sturdy'; 'Shell Armor'; 'Weak Armor'],1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,65,5120,70,325,190,Rock Inn PokÃ©mon,85,1000000,0.3,50,Ishizumaiã‚¤ã‚·ã‚ºãƒžã‚¤,Dwebble,50,557,35,35,55,bug,rock,14.5,5,0
['Sturdy'; 'Shell Armor'; 'Weak Armor'],1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,105,5120,70,485,75,Stone Home PokÃ©mon,125,1000000,1.4,70,Iwapalaceã‚¤ãƒ¯ãƒ‘ãƒ¬ã‚¹,Crustle,50,558,65,75,45,bug,rock,200,5,0
['Shed Skin'; 'Moxie'; 'Intimidate'],1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,75,3840,35,348,180,Shedding PokÃ©mon,70,1000000,0.6,50,Zurugguã‚ºãƒ«ãƒƒã‚°,Scraggy,50,559,35,70,48,dark,fighting,11.8,5,0
['Shed Skin'; 'Moxie'; 'Intimidate'],1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,90,3840,70,488,90,Hoodlum PokÃ©mon,115,1000000,1.1,65,Zuruzukinã‚ºãƒ«ã‚ºã‚­ãƒ³,Scrafty,50,560,45,115,58,dark,fighting,30,5,0
['Wonder Skin '; 'Magic Guard'; 'Tinted Lens'],1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,58,5120,70,490,45,Avianoid PokÃ©mon,80,1000000,1.4,72,Symbolerã‚·ãƒ³ãƒœãƒ©ãƒ¼,Sigilyph,50,561,103,80,97,psychic,flying,14,5,0
['Mummy'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,30,6400,70,303,190,Spirit PokÃ©mon,85,1000000,0.5,38,Desumasuãƒ‡ã‚¹ãƒžã‚¹,Yamask,50,562,55,65,30,ghost,,1.5,5,0
['Mummy'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,70,483,90,Coffin PokÃ©mon,145,1000000,1.7,58,Desukarnãƒ‡ã‚¹ã‚«ãƒ¼ãƒ³,Cofagrigus,50,563,95,105,30,ghost,,76.5,5,0
['Solid Rock'; 'Sturdy'; 'Swift Swim'],1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,78,7680,70,355,45,Prototurtle PokÃ©mon,103,1000000,0.7,54,Protogaãƒ—ãƒ­ãƒˆãƒ¼ã‚¬,Tirtouga,88.1,564,53,45,22,water,rock,16.5,5,0
['Solid Rock'; 'Sturdy'; 'Swift Swim'],1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,108,7680,70,495,45,Prototurtle PokÃ©mon,133,1000000,1.2,74,Abagouraã‚¢ãƒã‚´ãƒ¼ãƒ©,Carracosta,88.1,565,83,65,32,water,rock,81,5,0
['Defeatist'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,112,7680,70,401,45,First Bird PokÃ©mon,45,1000000,0.5,55,Archenã‚¢ãƒ¼ã‚±ãƒ³,Archen,88.1,566,74,45,70,rock,flying,9.5,5,0
['Defeatist'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,140,7680,70,567,45,First Bird PokÃ©mon,65,1000000,1.4,75,Archeosã‚¢ãƒ¼ã‚±ã‚ªã‚¹,Archeops,88.1,567,112,65,110,rock,flying,32,5,0
['Stench'; 'Sticky Hold'; 'Aftermath'],0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,5120,70,329,190,Trash Bag PokÃ©mon,62,1000000,0.6,50,Yabukuronãƒ¤ãƒ–ã‚¯ãƒ­ãƒ³,Trubbish,50,568,40,62,65,poison,,31,5,0
['Stench'; 'Weak Armor'; 'Aftermath'],0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,95,5120,70,474,60,Trash Heap PokÃ©mon,82,1000000,1.9,80,Dustdasãƒ€ã‚¹ãƒˆãƒ€ã‚¹,Garbodor,50,569,60,82,75,poison,,107.3,5,0
['Illusion'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,6400,70,330,75,Tricky Fox PokÃ©mon,40,1059860,0.7,40,Zoruaã‚¾ãƒ­ã‚¢,Zorua,88.1,570,80,40,65,dark,,12.5,5,0
['Illusion'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,105,5120,70,510,45,Illusion Fox PokÃ©mon,60,1059860,1.6,60,Zoroarkã‚¾ãƒ­ã‚¢ãƒ¼ã‚¯,Zoroark,88.1,571,120,60,105,dark,,81.1,5,0
['Cute Charm'; 'Technician'; 'Skill Link'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,300,255,Chinchilla PokÃ©mon,40,800000,0.4,55,Chillarmyãƒãƒ©ãƒ¼ãƒŸã‚£,Minccino,24.6,572,40,40,75,normal,,5.8,5,0
['Cute Charm'; 'Technician'; 'Skill Link'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,3840,70,470,60,Scarf PokÃ©mon,60,800000,0.5,75,Chillaccinoãƒãƒ©ãƒãƒ¼ãƒŽ,Cinccino,24.6,573,65,60,115,normal,,7.5,5,0
['Frisk'; 'Competitive'; 'Shadow Tag'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,290,200,Fixation PokÃ©mon,50,1059860,0.4,45,Gothimuã‚´ãƒãƒ ,Gothita,24.6,574,55,65,45,psychic,,5.8,5,0
['Frisk'; 'Competitive'; 'Shadow Tag'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,390,100,Manipulate PokÃ©mon,70,1059860,0.7,60,Gothimiruã‚´ãƒãƒŸãƒ«,Gothorita,24.6,575,75,85,55,psychic,,18,5,0
['Frisk'; 'Competitive'; 'Shadow Tag'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,490,50,Astral Body PokÃ©mon,95,1059860,1.5,70,Gothiruselleã‚´ãƒãƒ«ã‚¼ãƒ«,Gothitelle,24.6,576,95,110,65,psychic,,44,5,0
