abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
['Intimidate'; 'Reckless'],0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,3840,70,340,120,Starling PokÃ©mon,50,1059860,0.6,55,Mukubirdãƒ ã‚¯ãƒãƒ¼ãƒ‰,Staravia,50,397,40,40,80,normal,flying,15.5,4,0
['Intimidate'; 'Reckless'],0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,485,45,Predator PokÃ©mon,70,1059860,1.2,85,Mukuhawkãƒ ã‚¯ãƒ›ãƒ¼ã‚¯,Staraptor,50,398,50,60,100,normal,flying,24.9,4,0
['Simple'; 'Unaware'; 'Moody'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,3840,70,250,255,Plump Mouse PokÃ©mon,40,1000000,0.5,59,Bippaãƒ“ãƒƒãƒ‘,Bidoof,50,399,35,40,31,normal,,20,4,0
['Simple'; 'Unaware'; 'Moody'],1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,85,3840,70,410,127,Beaver PokÃ©mon,60,1000000,1,79,Beadaruãƒ“ãƒ¼ãƒ€ãƒ«,Bibarel,50,400,55,60,71,normal,water,31.5,4,0
['Shed Skin'; 'Run Away'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,25,3840,70,194,255,Cricket PokÃ©mon,41,1059860,0.3,37,Korobohshiã‚³ãƒ­ãƒœãƒ¼ã‚·,Kricketot,50,401,25,41,25,bug,,2.2,4,0
['Swarm'; 'Technician'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,85,3840,70,384,45,Cricket PokÃ©mon,51,1059860,1,77,Korotockã‚³ãƒ­ãƒˆãƒƒã‚¯,Kricketune,50,402,55,51,65,bug,,25.5,4,0
['Rivalry'; 'Intimidate'; 'Guts'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,5120,70,263,235,Flash PokÃ©mon,34,1059860,0.5,45,Kolinkã‚³ãƒªãƒ³ã‚¯,Shinx,50,403,40,34,45,electric,,9.5,4,0
['Rivalry'; 'Intimidate'; 'Guts'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,100,363,120,Spark PokÃ©mon,49,1059860,0.9,60,Luxioãƒ«ã‚¯ã‚·ã‚ª,Luxio,50,404,60,49,60,electric,,30.5,4,0
['Rivalry'; 'Intimidate'; 'Guts'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,5120,70,523,45,Gleam Eyes PokÃ©mon,79,1059860,1.4,80,Rentorarãƒ¬ãƒ³ãƒˆãƒ©ãƒ¼,Luxray,50,405,95,79,70,electric,,42,4,0
['Natural Cure'; 'Poison Point'; 'Leaf Guard'],1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,30,5120,70,280,255,Bud PokÃ©mon,35,1059860,0.2,40,Subomieã‚¹ãƒœãƒŸãƒ¼,Budew,50,406,50,70,55,grass,poison,1.2,4,0
['Natural Cure'; 'Poison Point'; 'Technician'],1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,5120,70,515,75,Bouquet PokÃ©mon,65,1059860,0.9,60,Roseradeãƒ­ã‚ºãƒ¬ã‚¤ãƒ‰,Roserade,50,407,125,105,90,grass,poison,14.5,4,0
['Mold Breaker'; 'Sheer Force'],1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,125,7680,70,350,45,Head Butt PokÃ©mon,40,600000,0.9,67,Zugaidosã‚ºã‚¬ã‚¤ãƒ‰ã‚¹,Cranidos,88.1,408,30,30,58,rock,,31.5,4,0
['Mold Breaker'; 'Sheer Force'],1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,165,7680,70,495,45,Head Butt PokÃ©mon,60,600000,1.6,97,Rampaldãƒ©ãƒ ãƒ‘ãƒ«ãƒ‰,Rampardos,88.1,409,65,50,58,rock,,102.5,4,0
['Sturdy'; 'Soundproof'],0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,42,7680,70,350,45,Shield PokÃ©mon,118,600000,0.5,30,Tatetopsã‚¿ãƒ†ãƒˆãƒ—ã‚¹,Shieldon,88.1,410,42,88,30,rock,steel,57,4,0
['Sturdy'; 'Soundproof'],0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,52,7680,70,495,45,Shield PokÃ©mon,168,600000,1.3,60,Toridepsãƒˆãƒªãƒ‡ãƒ—ã‚¹,Bastiodon,88.1,411,47,138,30,rock,steel,149.5,4,0
['Shed Skin'; 'Overcoat'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,29,3840,70,224,120,Bagworm PokÃ©mon,45,1000000,0.2,40,MinomucchiãƒŸãƒŽãƒ ãƒƒãƒ,Burmy,50,412,29,45,36,bug,,3.4,4,0
['Anticipation'; 'Overcoat'],2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,69,3840,70,424,45,Bagworm PokÃ©mon,95,1000000,0.5,60,Minomadam (kusaki No Mino)ãƒŸãƒŽãƒžãƒ€ãƒ ,Wormadam,0,413,69,95,36,bug,grass,6.5,4,0
['Swarm'; 'Tinted Lens'],0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,94,3840,70,424,45,Moth PokÃ©mon,50,1000000,0.9,70,Gamaleã‚¬ãƒ¼ãƒ¡ã‚¤ãƒ«,Mothim,100,414,94,50,66,bug,flying,23.3,4,0
['Honey Gather'; 'Hustle'],0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,30,3840,70,244,120,Tiny Bee PokÃ©mon,42,1059860,0.3,30,MitsuhoneyãƒŸãƒ„ãƒãƒ‹ãƒ¼,Combee,88.1,415,30,42,70,bug,flying,5.5,4,0
['Pressure'; 'Unnerve'],0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,80,3840,70,474,45,Beehive PokÃ©mon,102,1059860,1.2,70,Beequenãƒ“ãƒ¼ã‚¯ã‚¤ãƒ³,Vespiquen,0,416,80,102,40,bug,flying,38.5,4,0
['Run Away'; 'Pickup'; 'Volt Absorb'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,2560,100,405,200,EleSquirrel PokÃ©mon,70,1000000,0.4,60,Pachirisuãƒ‘ãƒãƒªã‚¹,Pachirisu,50,417,45,90,95,electric,,3.9,4,0
['Swift Swim'; 'Water Veil'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,330,190,Sea Weasel PokÃ©mon,35,1000000,0.7,55,Buoyselãƒ–ã‚¤ã‚¼ãƒ«,Buizel,50,418,60,30,85,water,,29.5,4,0
['Swift Swim'; 'Water Veil'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,495,75,Sea Weasel PokÃ©mon,55,1000000,1.1,85,Floazelãƒ•ãƒ­ãƒ¼ã‚¼ãƒ«,Floatzel,50,419,85,50,115,water,,33.5,4,0
['Chlorophyll'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,275,190,Cherry PokÃ©mon,45,1000000,0.4,45,Cherinboãƒã‚§ãƒªãƒ³ãƒœ,Cherubi,50,420,62,53,35,grass,,3.3,4,0
['Flower Gift'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,450,75,Blossom PokÃ©mon,70,1000000,0.5,70,Cherrimãƒã‚§ãƒªãƒ ,Cherrim,50,421,87,78,85,grass,,9.3,4,0
['Sticky Hold'; 'Storm Drain'; 'Sand Force'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,48,5120,70,325,190,Sea Slug PokÃ©mon,48,1000000,0.3,76,Karanakushiã‚«ãƒ©ãƒŠã‚¯ã‚·,Shellos,50,422,57,62,34,water,,6.3,4,0
['Sticky Hold'; 'Storm Drain'; 'Sand Force'],1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,83,5120,70,475,75,Sea Slug PokÃ©mon,68,1000000,0.9,111,Tritodonãƒˆãƒªãƒˆãƒ‰ãƒ³,Gastrodon,50,423,92,82,39,water,ground,29.9,4,0
['Technician'; 'Pickup'; 'Skill Link'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,5120,100,482,45,Long Tail PokÃ©mon,66,800000,1.2,75,Etebothã‚¨ãƒ†ãƒœãƒ¼ã‚¹,Ambipom,50,424,60,66,115,normal,,20.3,4,0
['Aftermath'; 'Unburden'; 'Flare Boost'],0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,7680,70,348,125,Balloon PokÃ©mon,34,1640000,0.4,90,Fuwanteãƒ•ãƒ¯ãƒ³ãƒ†,Drifloon,50,425,60,44,70,ghost,flying,1.2,4,0
['Aftermath'; 'Unburden'; 'Flare Boost'],0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,80,7680,70,498,60,Blimp PokÃ©mon,44,1640000,1.2,150,Fuwarideãƒ•ãƒ¯ãƒ©ã‚¤ãƒ‰,Drifblim,50,426,90,54,80,ghost,flying,15,4,0
['Run Away'; 'Klutz'; 'Limber'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,66,5120,0,350,190,Rabbit PokÃ©mon,44,1000000,0.4,55,MimirolãƒŸãƒŸãƒ­ãƒ«,Buneary,50,427,44,56,85,normal,,5.5,4,0
['Cute Charm'; 'Klutz'; 'Limber'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,136,5120,140,580,60,Rabbit PokÃ©mon,94,1000000,1.2,65,MimilopãƒŸãƒŸãƒ­ãƒƒãƒ—,Lopunny,50,428,54,96,135,normal,,33.3,4,0
['Levitate'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,495,45,Magical PokÃ©mon,60,800000,0.9,60,Mumargiãƒ ã‚¦ãƒžãƒ¼ã‚¸,Mismagius,50,429,105,105,105,ghost,,4.4,4,0
['Insomnia'; 'Super Luck'; 'Moxie'],1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,125,5120,35,505,30,Big Boss PokÃ©mon,52,1059860,0.9,100,Dongkarasuãƒ‰ãƒ³ã‚«ãƒ©ã‚¹,Honchkrow,50,430,105,52,71,dark,flying,27.3,4,0
['Limber'; 'Own Tempo'; 'Keen Eye'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,5120,70,310,190,Catty PokÃ©mon,42,800000,0.5,49,Nyarmarãƒ‹ãƒ£ãƒ«ãƒžãƒ¼,Glameow,24.6,431,42,37,85,normal,,3.9,4,0
['Thick Fat'; 'Own Tempo'; 'Defiant'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,82,5120,70,452,75,Tiger Cat PokÃ©mon,64,800000,1,71,Bunyattoãƒ–ãƒ‹ãƒ£ãƒƒãƒˆ,Purugly,24.6,432,64,59,112,normal,,43.8,4,0
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,6400,70,285,120,Bell PokÃ©mon,50,800000,0.2,45,Lisyanãƒªãƒ¼ã‚·ãƒ£ãƒ³,Chingling,50,433,65,50,45,psychic,,0.6,4,0
['Stench'; 'Aftermath'; 'Keen Eye'],1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,63,5120,70,329,225,Skunk PokÃ©mon,47,1000000,0.4,63,Skunpuuã‚¹ã‚«ãƒ³ãƒ—ãƒ¼,Stunky,50,434,41,41,74,poison,dark,19.2,4,0
['Stench'; 'Aftermath'; 'Keen Eye'],1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,93,5120,70,479,60,Skunk PokÃ©mon,67,1000000,1,103,Skutankã‚¹ã‚«ã‚¿ãƒ³ã‚¯,Skuntank,50,435,71,61,84,poison,dark,38,4,0
['Levitate'; 'Heatproof'; 'Heavy Metal'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,24,5120,70,300,255,Bronze PokÃ©mon,86,1000000,0.5,57,Dohmirrorãƒ‰ãƒ¼ãƒŸãƒ©ãƒ¼,Bronzor,,436,24,86,23,steel,psychic,60.5,4,0
['Levitate'; 'Heatproof'; 'Heavy Metal'],1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,89,5120,70,500,90,Bronze Bell PokÃ©mon,116,1000000,1.3,67,Dohtakunãƒ‰ãƒ¼ã‚¿ã‚¯ãƒ³,Bronzong,,437,79,116,33,steel,psychic,187,4,0
['Sturdy'; 'Rock Head'; 'Rattled'],1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,80,5120,70,290,255,Bonsai PokÃ©mon,95,1000000,0.5,50,Usohachiã‚¦ã‚½ãƒãƒ,Bonsly,50,438,10,45,10,rock,,15,4,0
['Soundproof'; 'Filter'; 'Technician'],1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,6400,70,310,145,Mime PokÃ©mon,45,1000000,0.6,20,Maneneãƒžãƒãƒ,Mime Jr.,50,439,70,90,60,psychic,fairy,13,4,0
['Natural Cure'; 'Serene Grace'; 'Friend Guard'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5,10240,140,220,130,Playhouse PokÃ©mon,5,800000,0.6,100,Pinpukuãƒ”ãƒ³ãƒ—ã‚¯,Happiny,0,440,15,65,30,normal,,24.4,4,0
['Keen Eye'; 'Tangled Feet'; 'Big Pecks'],0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,65,5120,35,411,30,Music Note PokÃ©mon,45,1059860,0.5,76,Perapãƒšãƒ©ãƒƒãƒ—,Chatot,50,441,92,42,91,normal,flying,1.9,4,0
['Pressure'; 'Infiltrator'],1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,92,7680,70,485,100,Forbidden PokÃ©mon,108,1000000,1,50,MikarugeãƒŸã‚«ãƒ«ã‚²,Spiritomb,50,442,92,108,35,ghost,dark,108,4,0
['Sand Veil'; 'Rough Skin'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,10240,70,300,45,Land Shark PokÃ©mon,45,1250000,0.7,58,Fukamaruãƒ•ã‚«ãƒžãƒ«,Gible,50,443,40,45,42,dragon,ground,20.5,4,0
['Sand Veil'; 'Rough Skin'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,90,10240,70,410,45,Cave PokÃ©mon,65,1250000,1.4,68,Gabiteã‚¬ãƒã‚¤ãƒˆ,Gabite,50,444,50,55,82,dragon,ground,56,4,0
['Sand Veil'; 'Rough Skin'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,170,10240,70,700,45,Mach PokÃ©mon,115,1250000,1.9,108,Gaburiasã‚¬ãƒ–ãƒªã‚¢ã‚¹,Garchomp,50,445,120,95,92,dragon,ground,95,4,0
['Pickup'; 'Thick Fat'; 'Gluttony'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,10240,70,390,50,Big Eater PokÃ©mon,40,1250000,0.6,135,Gonbeã‚´ãƒ³ãƒ™,Munchlax,88.1,446,40,85,5,normal,,105,4,0
['Steadfast'; 'Inner Focus'; 'Prankster'],0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,6400,70,285,75,Emanation PokÃ©mon,40,1059860,0.7,40,Rioluãƒªã‚ªãƒ«,Riolu,88.1,447,35,40,60,fighting,,20.2,4,0
['Steadfast'; 'Inner Focus'; 'Justified'],0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,145,6400,70,625,45,Aura PokÃ©mon,88,1059860,1.2,70,Lucarioãƒ«ã‚«ãƒªã‚ª,Lucario,88.1,448,140,70,112,fighting,steel,54,4,0
['Sand Stream'; 'Sand Force'],1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,72,7680,70,330,140,Hippo PokÃ©mon,78,1250000,0.8,68,Hippopotasãƒ’ãƒãƒã‚¿ã‚¹,Hippopotas,50,449,38,42,32,ground,,49.5,4,0
['Sand Stream'; 'Sand Force'],1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,112,7680,70,525,60,Heavyweight PokÃ©mon,118,1250000,2,108,Kabaldonã‚«ãƒãƒ«ãƒ‰ãƒ³,Hippowdon,50,450,68,72,47,ground,,300,4,0
['Battle Armor'; 'Sniper'; 'Keen Eye'],0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,5120,70,330,120,Scorpion PokÃ©mon,90,1250000,0.8,40,Scorupiã‚¹ã‚³ãƒ«ãƒ”,Skorupi,50,451,30,55,65,poison,bug,12,4,0
['Battle Armor'; 'Sniper'; 'Keen Eye'],1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,90,5120,70,500,45,Ogre Scorp PokÃ©mon,110,1250000,1.3,70,Dorapionãƒ‰ãƒ©ãƒ”ã‚ªãƒ³,Drapion,50,452,60,75,95,poison,dark,61.5,4,0
['Anticipation'; 'Dry Skin'; 'Poison Touch'],0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,61,2560,100,300,140,Toxic Mouth PokÃ©mon,40,1000000,0.7,48,Gureggruã‚°ãƒ¬ãƒƒã‚°ãƒ«,Croagunk,50,453,61,40,50,poison,fighting,23,4,0
['Anticipation'; 'Dry Skin'; 'Poison Touch'],0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,106,5120,70,490,75,Toxic Mouth PokÃ©mon,65,1000000,1.3,83,Dokurogãƒ‰ã‚¯ãƒ­ãƒƒã‚°,Toxicroak,50,454,86,65,85,poison,fighting,44.4,4,0
['Levitate'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,6400,70,454,200,Bug Catcher PokÃ©mon,72,1250000,1.4,74,Muskippaãƒžã‚¹ã‚­ãƒƒãƒ‘,Carnivine,50,455,90,72,46,grass,,27,4,0
['Swift Swim'; 'Storm Drain'; 'Water Veil'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,49,5120,70,330,190,Wing Fish PokÃ©mon,56,600000,0.4,49,Keikouoã‚±ã‚¤ã‚³ã‚¦ã‚ª,Finneon,50,456,49,61,66,water,,7,4,0
['Swift Swim'; 'Storm Drain'; 'Water Veil'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,5120,70,460,75,Neon PokÃ©mon,76,600000,1.2,69,Neolantãƒã‚ªãƒ©ãƒ³ãƒˆ,Lumineon,50,457,69,86,91,water,,24,4,0
['Swift Swim'; 'Water Absorb'; 'Water Veil'],0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,20,6400,70,345,25,Kite PokÃ©mon,50,1250000,1,45,Tamantaã‚¿ãƒžãƒ³ã‚¿,Mantyke,50,458,60,120,50,water,flying,65,4,0
['Snow Warning'; 'Soundproof'],2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,62,5120,70,334,120,Frosted Tree PokÃ©mon,50,1250000,1,60,Yukikaburiãƒ¦ã‚­ã‚«ãƒ–ãƒª,Snover,50,459,62,60,40,grass,ice,50.5,4,0
['Snow Warning'; 'Soundproof'],2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,132,5120,70,594,60,Frosted Tree PokÃ©mon,105,1250000,2.2,90,Yukinoohãƒ¦ã‚­ãƒŽã‚ªãƒ¼,Abomasnow,50,460,132,105,30,grass,ice,135.5,4,0
['Pressure'; 'Pickpocket'],2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,120,5120,35,510,45,Sharp Claw PokÃ©mon,65,1059860,1.1,70,Manyulaãƒžãƒ‹ãƒ¥ãƒ¼ãƒ©,Weavile,50,461,45,85,125,dark,ice,34,4,0
['Magnet Pull'; 'Sturdy'; 'Analytic'],0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,5120,70,535,30,Magnet Area PokÃ©mon,115,1000000,1.2,70,Jibacoilã‚¸ãƒã‚³ã‚¤ãƒ«,Magnezone,,462,130,90,60,electric,steel,180,4,0
['Own Tempo'; 'Oblivious'; 'Cloud Nine'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,515,30,Licking PokÃ©mon,95,1000000,1.7,110,Berobeltãƒ™ãƒ­ãƒ™ãƒ«ãƒˆ,Lickilicky,50,463,80,95,50,normal,,140,4,0
['Lightningrod'; 'Solid Rock'; 'Reckless'],1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,140,5120,70,535,30,Drill PokÃ©mon,130,1250000,2.4,115,Dosidonãƒ‰ã‚µã‚¤ãƒ‰ãƒ³,Rhyperior,50,464,55,55,40,ground,rock,282.8,4,0
['Chlorophyll'; 'Leaf Guard'; 'Regenerator'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,535,30,Vine PokÃ©mon,125,1000000,2,100,Mojumboãƒ¢ã‚¸ãƒ£ãƒ³ãƒœ,Tangrowth,50,465,110,50,50,grass,,128.6,4,0
['Motor Drive'; 'Vital Spirit'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,123,6400,70,540,30,Thunderbolt PokÃ©mon,67,1000000,1.8,75,Elekibleã‚¨ãƒ¬ã‚­ãƒ–ãƒ«,Electivire,75.4,466,95,85,95,electric,,138.6,4,0
['Flame Body'; 'Vital Spirit'],0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,540,30,Blast PokÃ©mon,67,1000000,1.6,75,Booburnãƒ–ãƒ¼ãƒãƒ¼ãƒ³,Magmortar,75.4,467,125,95,83,fire,,68,4,0
['Hustle'; 'Serene Grace'; 'Super Luck'],0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,50,2560,70,545,30,Jubilee PokÃ©mon,95,800000,1.5,85,Togekissãƒˆã‚²ã‚­ãƒƒã‚¹,Togekiss,88.1,468,120,115,80,fairy,flying,38,4,0
['Speed Boost'; 'Tinted Lens'; 'Frisk'],0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,76,5120,70,515,30,Ogre Darner PokÃ©mon,86,1000000,1.9,86,Megayanmaãƒ¡ã‚¬ãƒ¤ãƒ³ãƒž,Yanmega,50,469,116,56,95,bug,flying,51.5,4,0
['Leaf Guard'; 'Chlorophyll'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,8960,35,525,45,Verdant PokÃ©mon,130,1000000,1,65,Leafiaãƒªãƒ¼ãƒ•ã‚£ã‚¢,Leafeon,88.1,470,60,65,95,grass,,25.5,4,0
